APMC,Commodity,arrivals_in_qtl,min_price,max_price,modal_price,date
Dudhani,Black Gram,3,4867,4867,4867,2015-02
Karmala,Sorgum(Jawar),16090,1664,3287,2540,2016-02
Karmala,Maize,900,1339,1397,1370,2016-02
Karmala,Gram,429,3586,4129,3971,2016-02
Karmala,Pigeon Pea (Tur),39,6533,7833,7267,2016-02
Kurdwadi,Bajri,3,1100,1100,1100,2015-02
Kurdwadi,Wheat(Husked),15,1538,1786,1662,2015-02
Kurdwadi,Wheat(Husked),9,2000,2223,2111,2016-02
Kurdwadi,Sorgum(Jawar),473,1120,2200,1660,2015-02
Kurdwadi,Sorgum(Jawar),465,1342,2330,1836,2016-02
Kurdwadi,Maize,817,1128,1203,1167,2015-02
Kurdwadi,Maize,309,1383,1445,1414,2016-02
Kurdwadi,Gram,9044,2175,2964,2570,2015-02
Kurdwadi,Gram,117,3909,4040,3973,2016-02
Kurdwadi,Pigeon Pea (Tur),32,3879,4990,4466,2015-02
Kurdwadi,Pigeon Pea (Tur),19530,5857,6200,6028,2016-02
Kurdwadi,Black Gram,12,4000,4000,4000,2015-02
Kurdwadi,Lemon,565,100,450,180,2016-02
Kurdwadi,Onion,974,97,900,500,2016-02
Kurdwadi,Chillies(Red),6,4251,4251,4251,2015-02
Kurdwadi,Chillies(Red),3,8501,8501,8501,2016-02
Kurdwadi-Modnimb,Wheat(Husked),113,1336,1847,1457,2015-02
Kurdwadi-Modnimb,Wheat(Husked),32,1529,2247,1636,2016-02
Kurdwadi-Modnimb,Sorgum(Jawar),1188,1018,2330,1343,2015-02
Kurdwadi-Modnimb,Sorgum(Jawar),576,1289,2299,1706,2016-02
Kurdwadi-Modnimb,Maize,6646,1078,1236,1191,2015-02
Kurdwadi-Modnimb,Maize,886,1400,1593,1446,2016-02
Kurdwadi-Modnimb,Gram,312,2464,3478,2874,2015-02
Kurdwadi-Modnimb,Gram,265,3645,4204,4014,2016-02
Kurdwadi-Modnimb,Pigeon Pea (Tur),291,3625,5124,4203,2015-02
Kurdwadi-Modnimb,Pigeon Pea (Tur),73,5329,7686,7108,2016-02
Kurdwadi-Modnimb,Onion,6645,300,1703,914,2015-02
Kurdwadi-Modnimb,Onion,4412,67,964,633,2016-02
Mangalwedha,Bajri,37,1313,1407,1407,2015-02
Mangalwedha,Bajri,1,1680,1680,1680,2016-02
Mangalwedha,Wheat(Husked),132,1403,2050,1918,2015-02
Mangalwedha,Wheat(Husked),28,1907,2023,1940,2016-02
Mangalwedha,Sorgum(Jawar),2144,1150,2251,1882,2015-02
Mangalwedha,Sorgum(Jawar),1330,1622,2364,1985,2016-02
Mangalwedha,Wheat(Unhusked),12,2350,2350,2350,2015-02
Mangalwedha,Wheat(Unhusked),1,2650,2650,2650,2016-02
Mangalwedha,Maize,432,1156,1216,1201,2015-02
Mangalwedha,Maize,372,1411,1458,1441,2016-02
Mangalwedha,Gram,797,2247,3327,3169,2015-02
Mangalwedha,Gram,232,3786,4109,3968,2016-02
Mangalwedha,Horse Gram,1,1551,1551,1551,2015-02
Mangalwedha,Pigeon Pea (Tur),71,4174,4967,4871,2015-02
Mangalwedha,Pigeon Pea (Tur),15,6250,6801,6300,2016-02
Mangalwedha,Ladies Finger,63,1783,3554,2925,2015-02
Mangalwedha,Ladies Finger,107,940,3392,2252,2016-02
Mangalwedha,Cucumber,127,858,2733,1871,2015-02
Mangalwedha,Cucumber,162,616,2692,1776,2016-02
Mangalwedha,Bitter Gourd,53,1750,2788,2421,2015-02
Mangalwedha,Bitter Gourd,76,1868,3176,2620,2016-02
Mangalwedha,Ridge Gourd,77,1342,3121,2317,2015-02
Mangalwedha,Ridge Gourd,73,1516,3408,2912,2016-02
Mangalwedha,Tomato,781,250,1446,875,2015-02
Mangalwedha,Tomato,1546,176,768,464,2016-02
Mangalwedha,Brinjal,452,404,2633,1413,2015-02
Mangalwedha,Brinjal,692,340,2732,1532,2016-02
Mangalwedha,Green Chilli,134,2404,4183,3329,2015-02
Mangalwedha,Green Chilli,176,3158,4871,4242,2016-02
Mohol,Wheat(Husked),75,1443,1629,1505,2015-02
Mohol,Wheat(Husked),13,1755,2155,1880,2016-02
Mohol,Sorgum(Jawar),245,1564,2041,1836,2015-02
Mohol,Sorgum(Jawar),505,1665,2139,1970,2016-02
Mohol,Maize,358,1119,1168,1145,2015-02
Mohol,Maize,310,1401,1483,1433,2016-02
Mohol,Gram,62,3342,3598,3469,2015-02
Mohol,Gram,136,3936,4189,4064,2016-02
Mohol,Pigeon Pea (Tur),56,4663,5375,5229,2015-02
Mohol,Pigeon Pea (Tur),5,8078,8078,8078,2016-02
Pandharpur,Wheat(Husked),8,1550,1580,1580,2015-02
Pandharpur,Wheat(Husked),30,1668,1668,1668,2016-02
Pandharpur,Sorgum(Jawar),321,1757,2073,1860,2015-02
Pandharpur,Sorgum(Jawar),424,1787,1885,1857,2016-02
Pandharpur,Maize,111,1442,1477,1477,2016-02
Pandharpur,Gram,50,3530,3607,3536,2015-02
Pandharpur,Gram,81,4114,4160,4138,2016-02
Pandharpur,Pigeon Pea (Tur),3,4925,4925,4925,2015-02
Pandharpur,Pigeon Pea (Tur),4,8200,8200,8200,2016-02
Pandharpur,Chikoo,91,325,2325,1475,2016-02
Pandharpur,Pomegranate,18600,2470,7495,4125,2015-02
Pandharpur,Pomegranate,25380,1485,6527,3565,2016-02
Pandharpur,Banana,3230,677,921,823,2015-02
Pandharpur,Banana,2900,251,338,293,2016-02
Pandharpur,Potato,133,1688,1100,950,2015-02
Pandharpur,Potato,6,500,1100,900,2016-02
Pandharpur,Ladies Finger,22,1933,4000,3533,2015-02
Pandharpur,Cucumber,131,600,1585,1110,2015-02
Pandharpur,Onion,1252,253,1818,1194,2015-02
Pandharpur,Onion,2639,71,1390,791,2016-02
Pandharpur,Cabbage,173,450,1040,735,2015-02
Pandharpur,Cabbage,424,319,722,533,2016-02
Pandharpur,Coriander  ,47,434,1290,930,2015-02
Pandharpur,Math (Bhaji),13,356,1313,944,2015-02
Pandharpur,Capsicum,32,1050,2178,1500,2015-02
Pandharpur,Capsicum,57,1360,2040,1640,2016-02
Pandharpur,Tomato,545,280,1363,913,2015-02
Pandharpur,Tomato,701,158,663,430,2016-02
Pandharpur,Green-Peas,44,2150,3150,2733,2015-02
Pandharpur,Brinjal,226,460,2318,1360,2015-02
Pandharpur,Brinjal,351,500,1661,1103,2016-02
Pandharpur,Green Chilli,144,1892,4408,3267,2015-02
Pandharpur,Green Chilli,206,2515,5110,3565,2016-02
Sangola,Pomegranate,26377,1211,5581,3374,2015-02
Sangola,Pomegranate,33042,1794,4454,3142,2016-02
Solapur,Bajri,685,951,1426,1226,2015-02
Solapur,Wheat(Husked),6200,1814,2607,2327,2015-02
Solapur,Wheat(Husked),6197,2212,2749,2287,2016-02
Solapur,Sorgum(Jawar),2459,1605,1898,1742,2015-02
Solapur,Sorgum(Jawar),387,1803,2085,1918,2016-02
Solapur,Rice(Paddy-Hus),20333,2128,5662,3688,2015-02
Solapur,Rice(Paddy-Hus),17394,2218,5073,3399,2016-02
Solapur,Gram,5664,3293,3744,3591,2015-02
Solapur,Gram,3123,3998,4502,4328,2016-02
Solapur,Matki,167,6100,6786,6488,2015-02
Solapur,Matki,188,5673,15288,5894,2016-02
Solapur,Pigeon Pea (Tur),1790,4910,5755,5445,2015-02
Solapur,Pigeon Pea (Tur),364,7467,8657,8074,2016-02
Solapur,Black Gram,6,5251,5251,5251,2015-02
Solapur,Green Peas (Dry),134,3389,3922,3539,2015-02
Solapur,Green Peas (Dry),169,2925,3213,3019,2016-02
Solapur,Jaggery,62139,2338,2853,2640,2016-02
Solapur,Bor,3508,278,1280,735,2015-02
Solapur,Bor,564,411,1356,806,2016-02
Solapur,Chikoo,989,500,1674,1047,2015-02
Solapur,Chikoo,3881,552,1771,1045,2016-02
Solapur,Pomegranate,16516,1021,9858,2711,2015-02
Solapur,Pomegranate,26606,421,8858,3485,2016-02
Solapur,Grapes,14052,133,378,256,2016-02
Solapur,Banana,772,392,873,784,2015-02
Solapur,Banana,1317,139,315,257,2016-02
Solapur,Lemon,994,258,2858,1628,2015-02
Solapur,Lemon,1824,387,3540,1681,2016-02
Solapur,Mosambi,237,100,500,300,2016-02
Solapur,Papai,2003,217,250,233,2015-02
Solapur,Papai,57,425,492,450,2016-02
Solapur,Guava,143,877,2092,1431,2015-02
Solapur,Guava,31,1500,2500,1950,2016-02
Solapur,Apple,1260,570,1140,900,2015-02
Solapur,Apple,2960,750,1600,1200,2016-02
Solapur,Potato,14598,366,1306,837,2015-02
Solapur,Potato,17391,430,1344,998,2016-02
Solapur,Ladies Finger,191,1658,4321,3026,2015-02
Solapur,Ladies Finger,367,900,3421,2173,2016-02
Solapur,Carrot,2109,393,1330,790,2015-02
Solapur,Carrot,1337,492,1406,900,2016-02
Solapur,Cluster Bean,36,3500,6327,4864,2015-02
Solapur,Cluster Bean,94,3415,5862,4534,2016-02
Solapur,Ghevda,94,746,1531,1069,2015-02
Solapur,Ghevda,172,1200,2328,1735,2016-02
Solapur,Cucumber,643,465,1975,1115,2015-02
Solapur,Cucumber,291,450,2569,1077,2016-02
Solapur,Onion,353048,203,2063,1189,2015-02
Solapur,Onion,405389,96,1443,508,2016-02
Solapur,Bitter Gourd,55,1546,3346,2382,2015-02
Solapur,Bitter Gourd,87,1921,3007,2423,2016-02
Solapur,Cabbage,689,500,1060,750,2015-02
Solapur,Cabbage,3095,340,746,515,2016-02
Solapur,Capsicum,51,1250,3000,2125,2015-02
Solapur,Capsicum,511,979,2129,1541,2016-02
Solapur,Mula Shenga,68,1176,2506,1826,2015-02
Solapur,Mula Shenga,64,1035,2088,1544,2016-02
Solapur,Shepu,34,200,500,300,2016-02
Solapur,Ridge Gourd,90,1218,3800,2435,2015-02
Solapur,Ridge Gourd,75,1821,3757,2781,2016-02
Solapur,Tomato,2997,150,1148,630,2015-02
Solapur,Tomato,46687,135,581,333,2016-02
Solapur,Brinjal,712,275,1386,717,2015-02
Solapur,Brinjal,1105,254,1458,783,2016-02
Solapur,Garlic,3480,2360,5410,3645,2015-02
Solapur,Garlic,2201,4267,7583,6008,2016-02
Solapur,Green Chilli,1023,1740,3165,2410,2015-02
Solapur,Green Chilli,1623,2454,3617,3013,2016-02
Solapur,Chillies(Red),5010,4075,10600,8264,2015-02
Solapur,Chillies(Red),8445,7339,13705,11168,2016-02
Akkolkot,Maize,6,1400,1400,1400,2016-01
Akkolkot,Gram,4502,3308,3524,3399,2015-01
Akkolkot,Gram,7594,4360,4743,4565,2016-01
Akkolkot,Pigeon Pea (Tur),2229,9029,9641,9368,2016-01
Akluj,Bajri,26,1456,1458,1458,2015-01
Akluj,Wheat(Husked),70,1617,1617,1617,2015-01
Akluj,Wheat(Husked),7,2260,2260,2260,2016-01
Akluj,Sorgum(Jawar),17,1411,1411,1411,2015-01
Akluj,Maize,532,1221,1243,1239,2015-01
Akluj,Maize,86,1518,1525,1525,2016-01
Akluj,Gram,5,2300,2400,2400,2015-01
Akluj,Pigeon Pea (Tur),45,4350,4388,4388,2015-01
Akluj,Ground Nut Pods (Dry),18,3250,3250,3250,2015-01
Akluj,Ground Nut Pods (Dry),3,4000,4000,4000,2016-01
Akluj,Soybean,3,3200,3200,3200,2015-01
Akluj,Bor,772,716,1332,989,2015-01
Akluj,Bor,360,931,1408,1408,2016-01
Akluj,Chikoo,438,1511,2311,1922,2015-01
Akluj,Chikoo,290,1838,2963,2963,2016-01
Akluj,Water Melon,129,222,511,378,2015-01
Akluj,Water Melon,296,336,679,679,2016-01
Akluj,Banana,3000,155,342,342,2016-01
Akluj,Potato,685,1017,1636,1362,2015-01
Akluj,Potato,777,989,1289,1289,2016-01
Akluj,Ladies Finger,66,2389,3753,3105,2015-01
Akluj,Ladies Finger,65,1883,3206,3178,2016-01
Akluj,Carrot,136,744,1322,1028,2015-01
Akluj,Carrot,112,1273,2147,2147,2016-01
Akluj,Ghevda,13,1000,1500,1500,2016-01
Akluj,Onion,997,753,1589,1174,2015-01
Akluj,Onion,918,918,2135,2135,2016-01
Akluj,Bitter Gourd,60,2100,3395,2758,2015-01
Akluj,Bitter Gourd,68,1739,3261,3178,2016-01
Akluj,Cabbage,99,379,774,579,2015-01
Akluj,Cabbage,144,475,856,856,2016-01
Akluj,Garlic,79,2159,3118,2582,2015-01
Akluj,Garlic,64,9688,12500,12500,2016-01
Akluj,Shepu,700,2,3,2,2015-01
Akluj,Shevga,52,4000,5667,4933,2015-01
Akluj,Shevga,181,2000,3982,3982,2016-01
Akluj,Tomato,106,958,1633,1339,2015-01
Akluj,Tomato,181,1280,2097,2097,2016-01
Akluj,Brinjal,95,1205,2084,1600,2015-01
Akluj,Brinjal,111,1119,1894,1894,2016-01
Akluj,Chillies(Red),472,1974,3311,2653,2015-01
Barshi,Bajri,215,1393,1589,1425,2015-01
Barshi,Bajri,148,1581,1659,1630,2016-01
Barshi,Paddy-Unhusked,235,1344,1479,1385,2015-01
Barshi,Paddy-Unhusked,318,1583,1641,1632,2016-01
Barshi,Wheat(Husked),652,1422,1941,1582,2015-01
Barshi,Wheat(Husked),704,1715,2101,1912,2016-01
Barshi,Other Cereals,9,2700,2700,2700,2016-01
Barshi,Sorgum(Jawar),9060,1432,2657,2135,2015-01
Barshi,Sorgum(Jawar),8360,1673,2348,1979,2016-01
Barshi,Maize,3432,1090,1232,1167,2015-01
Barshi,Maize,594,1412,1485,1446,2016-01
Barshi,Cowpea,3,3375,3375,3375,2016-01
Barshi,Gram,1229,2368,3516,2980,2015-01
Barshi,Gram,3572,3674,4676,4261,2016-01
Barshi,Other Pulses,3,2841,2841,2841,2015-01
Barshi,Other Pulses,1,3100,3100,3100,2016-01
Barshi,Green Gram,16,6467,6467,6467,2015-01
Barshi,Green Gram,5,6250,6250,6250,2016-01
Barshi,Pigeon Pea (Tur),29934,4703,5581,5276,2015-01
Barshi,Pigeon Pea (Tur),15051,7535,8930,8343,2016-01
Barshi,Black Gram,80,5141,5350,5297,2015-01
Barshi,Black Gram,54,6508,6808,6525,2016-01
Barshi,Ground Nut Pods (Dry),16,4525,4525,4525,2015-01
Barshi,Castor Seed,1,3000,3000,3000,2016-01
Barshi,Safflower,31,2600,2750,2600,2016-01
Barshi,Soybean,42,3300,3300,3300,2015-01
Barshi,Sesamum,4,11000,11000,11000,2015-01
Barshi,Jaggery,977,2221,2285,2243,2015-01
Barshi,Bor,662,46,118,78,2015-01
Barshi,Bor,288,79,162,128,2016-01
Barshi,Chikoo,180,100,230,175,2015-01
Barshi,Chikoo,134,115,232,185,2016-01
Barshi,Pomegranate,60,330,575,463,2015-01
Barshi,Pomegranate,168,216,361,288,2016-01
Barshi,Grapes,12,100,183,140,2015-01
Barshi,Water Melon,270,100,200,140,2015-01
Barshi,Water Melon,121,35,55,45,2016-01
Barshi,Lemon,235,82,149,112,2015-01
Barshi,Lemon,203,103,182,152,2016-01
Barshi,Mosambi,150,300,600,500,2015-01
Barshi,Mosambi,39,210,370,300,2016-01
Barshi,Guava,6,100,300,200,2015-01
Barshi,Ladies Finger,85,136,250,198,2015-01
Barshi,Ladies Finger,98,164,295,241,2016-01
Barshi,Squash Gourd,79,105,229,179,2016-01
Barshi,Flower,78,50,104,83,2015-01
Barshi,Flower,84,57,100,73,2016-01
Barshi,Cluster Bean,83,200,433,342,2015-01
Barshi,Cluster Bean,48,300,600,400,2016-01
Barshi,Ghevda,79,100,185,135,2015-01
Barshi,Ghevda,24,150,242,200,2016-01
Barshi,Cucumber,96,95,131,102,2015-01
Barshi,Cucumber,109,43,100,67,2016-01
Barshi,Onion,13984,119,1653,1122,2015-01
Barshi,Onion,9730,106,1590,1093,2016-01
Barshi,Kanda Pat,1710,200,375,275,2015-01
Barshi,Bitter Gourd,84,185,330,265,2015-01
Barshi,Bitter Gourd,70,217,317,267,2016-01
Barshi,Cabbage,81,50,113,88,2015-01
Barshi,Cabbage,110,47,115,84,2016-01
Barshi,Coriander  ,1200,50,200,100,2015-01
Barshi,Coriander  ,900,100,400,300,2016-01
Barshi,Methi (Bhaji),2700,100,300,200,2015-01
Barshi,Methi (Bhaji),1800,300,667,467,2016-01
Barshi,Capsicum,87,115,225,175,2015-01
Barshi,Capsicum,73,133,233,183,2016-01
Barshi,Spinach,1200,100,200,150,2015-01
Barshi,Spinach,1200,150,300,200,2016-01
Barshi,Shevga,42,300,500,400,2016-01
Barshi,Ridge Gourd,87,187,320,262,2015-01
Barshi,Tomato,122,90,158,114,2015-01
Barshi,Tomato,120,50,132,101,2016-01
Barshi,Brinjal,135,88,202,154,2015-01
Barshi,Brinjal,119,109,275,194,2016-01
Barshi,Tamarind,62,6372,7680,6615,2016-01
Barshi,Tamarind Seed,11,1813,1813,1813,2016-01
Barshi,Coriander (Dry),16,8350,9600,8600,2015-01
Barshi,Coriander (Dry),60,9533,9733,9533,2016-01
Barshi,Turmeric,195,6577,8537,7381,2015-01
Barshi,Turmeric,121,6850,8219,7798,2016-01
Barshi,Green Chilli,105,185,325,260,2015-01
Barshi,Green Chilli,102,100,250,200,2016-01
Barshi,Fodder,891,332,613,488,2015-01
Barshi,Fodder,445,484,816,665,2016-01
Barshi-Vairag,Paddy-Unhusked,3,1386,1386,1386,2015-01
Barshi-Vairag,Wheat(Husked),131,1895,2071,2016,2015-01
Barshi-Vairag,Wheat(Husked),37,1970,2138,1990,2016-01
Barshi-Vairag,Sorgum(Jawar),1233,1307,2518,1868,2015-01
Barshi-Vairag,Sorgum(Jawar),1998,1740,2341,2001,2016-01
Barshi-Vairag,Wheat(Unhusked),2,3000,3000,3000,2016-01
Barshi-Vairag,Maize,338,1077,1457,1445,2015-01
Barshi-Vairag,Maize,197,1439,1477,1468,2016-01
Barshi-Vairag,Gram,111,2500,2850,2781,2015-01
Barshi-Vairag,Gram,624,4157,4403,4374,2016-01
Barshi-Vairag,Green Gram,2,5000,5000,5000,2015-01
Barshi-Vairag,Green Gram,1,5001,5001,5001,2016-01
Barshi-Vairag,Pigeon Pea (Tur),2450,4856,5288,5188,2015-01
Barshi-Vairag,Pigeon Pea (Tur),1838,7311,8676,8254,2016-01
Barshi-Vairag,Black Gram,2,4850,4850,4850,2015-01
Barshi-Vairag,Ground Nut Pods (Dry),53,4108,3517,4117,2015-01
Barshi-Vairag,Ground Nut Pods (Dry),24,4435,4435,4435,2016-01
Barshi-Vairag,Safflower,1,2310,2310,2310,2016-01
Barshi-Vairag,Soybean,78,3190,3271,3228,2015-01
Barshi-Vairag,Soybean,160,3528,3694,3681,2016-01
Barshi-Vairag,Sunflower,41,3050,3050,3050,2015-01
Barshi-Vairag,Sunflower,12,3225,3225,3225,2016-01
Dudhani,Bajri,2223,1162,1391,1325,2015-01
Dudhani,Bajri,145,1421,1492,1466,2016-01
Dudhani,Wheat(Husked),64,1365,1449,1429,2015-01
Dudhani,Wheat(Husked),30,1884,2046,2046,2016-01
Dudhani,Sorgum(Jawar),254,1156,1745,1413,2015-01
Dudhani,Sorgum(Jawar),154,1958,2065,2049,2016-01
Dudhani,Maize,233,1036,1101,1091,2015-01
Dudhani,Maize,115,1428,1465,1464,2016-01
Dudhani,Gram,3767,3046,3483,3345,2015-01
Dudhani,Gram,3379,4211,4734,4528,2016-01
Dudhani,Green Gram,5,4350,6610,6610,2015-01
Dudhani,Pigeon Pea (Tur),10444,8888,9760,9473,2016-01
Dudhani,Black Gram,4,4550,4550,4550,2015-01
Karmala,Sorgum(Jawar),150,1650,2900,2400,2016-01
Karmala,Pigeon Pea (Tur),95,7000,8300,8000,2016-01
Karmala,Sunflower,45,3350,3900,3750,2016-01
Kurdwadi,Bajri,18,1451,1551,1501,2015-01
Kurdwadi,Wheat(Husked),35,1519,1662,1592,2015-01
Kurdwadi,Wheat(Husked),24,1921,1921,1921,2016-01
Kurdwadi,Sorgum(Jawar),6418,1185,2496,1840,2015-01
Kurdwadi,Sorgum(Jawar),212,1456,2022,1751,2016-01
Kurdwadi,Maize,768,1147,1245,1197,2015-01
Kurdwadi,Maize,73,1468,1525,1483,2016-01
Kurdwadi,Gram,33,2638,2850,2744,2015-01
Kurdwadi,Gram,35,3415,3794,3604,2016-01
Kurdwadi,Matki,3,5100,5100,5100,2015-01
Kurdwadi,Pigeon Pea (Tur),57,4232,5025,4628,2015-01
Kurdwadi,Pigeon Pea (Tur),61,7575,8388,7977,2016-01
Kurdwadi,Ground Nut Pods (Dry),3,5200,5200,5200,2015-01
Kurdwadi,Linseed,3,4000,4000,4000,2016-01
Kurdwadi,Gr.Nut Kernels,3,3900,3900,3900,2015-01
Kurdwadi,Sunflower,3,3000,3000,3000,2015-01
Kurdwadi,Sunflower,6,3246,3246,3246,2016-01
Kurdwadi,Onion,1122,100,1418,759,2015-01
Kurdwadi,Onion,967,144,1342,743,2016-01
Kurdwadi,Chillies(Red),3,1500,1500,1500,2015-01
Kurdwadi-Modnimb,Bajri,3,1351,1375,1360,2015-01
Kurdwadi-Modnimb,Wheat(Husked),69,1430,2084,1527,2015-01
Kurdwadi-Modnimb,Wheat(Husked),13,1857,1991,1942,2016-01
Kurdwadi-Modnimb,Sorgum(Jawar),348,1071,2400,1654,2015-01
Kurdwadi-Modnimb,Sorgum(Jawar),368,1403,2131,1721,2016-01
Kurdwadi-Modnimb,Maize,2948,1134,1281,1178,2015-01
Kurdwadi-Modnimb,Maize,476,1481,2001,1818,2016-01
Kurdwadi-Modnimb,Gram,20,2087,2522,2290,2015-01
Kurdwadi-Modnimb,Gram,106,3053,4044,3604,2016-01
Kurdwadi-Modnimb,Green Gram,3,5401,5401,5401,2015-01
Kurdwadi-Modnimb,Pigeon Pea (Tur),120,3900,5267,4490,2015-01
Kurdwadi-Modnimb,Pigeon Pea (Tur),72,6570,8324,7654,2016-01
Kurdwadi-Modnimb,Bor,1725,500,1600,1250,2016-01
Kurdwadi-Modnimb,Onion,7612,150,1567,833,2015-01
Kurdwadi-Modnimb,Onion,3997,71,1338,696,2016-01
Mangalwedha,Bajri,120,1329,1406,1374,2015-01
Mangalwedha,Bajri,12,1200,1200,1200,2016-01
Mangalwedha,Wheat(Husked),123,1442,2177,1806,2015-01
Mangalwedha,Wheat(Husked),21,1835,2080,1995,2016-01
Mangalwedha,Sorgum(Jawar),900,1521,2559,2152,2015-01
Mangalwedha,Sorgum(Jawar),905,1634,2230,1883,2016-01
Mangalwedha,Wheat(Unhusked),1,2300,2300,2300,2015-01
Mangalwedha,Maize,971,1139,1238,1206,2015-01
Mangalwedha,Maize,251,1473,1561,1529,2016-01
Mangalwedha,Gram,383,2435,3186,3054,2015-01
Mangalwedha,Gram,36,4033,4167,4067,2016-01
Mangalwedha,Horse Gram,7,2000,2267,2000,2015-01
Mangalwedha,Matki,6,6710,7030,7030,2015-01
Mangalwedha,Pigeon Pea (Tur),47,3875,4557,4543,2015-01
Mangalwedha,Pigeon Pea (Tur),24,7830,8630,8260,2016-01
Mangalwedha,Ladies Finger,41,2457,4213,3791,2015-01
Mangalwedha,Ladies Finger,57,2311,4600,4107,2016-01
Mangalwedha,Cucumber,60,1513,3292,2538,2015-01
Mangalwedha,Cucumber,183,561,2478,1685,2016-01
Mangalwedha,Bitter Gourd,51,2208,3088,2756,2015-01
Mangalwedha,Bitter Gourd,69,2208,3465,2942,2016-01
Mangalwedha,Ridge Gourd,45,2761,4235,3683,2015-01
Mangalwedha,Ridge Gourd,88,1230,3556,2778,2016-01
Mangalwedha,Tomato,735,315,1926,1063,2015-01
Mangalwedha,Tomato,1593,322,1704,1096,2016-01
Mangalwedha,Brinjal,508,567,3789,1930,2015-01
Mangalwedha,Brinjal,824,435,4544,2574,2016-01
Mangalwedha,Green Chilli,102,1915,3669,2996,2015-01
Mangalwedha,Green Chilli,187,2831,4446,3592,2016-01
Mohol,Wheat(Husked),28,1444,1639,1529,2015-01
Mohol,Wheat(Husked),11,1575,1575,1575,2016-01
Mohol,Sorgum(Jawar),184,1565,2553,2254,2015-01
Mohol,Sorgum(Jawar),193,1745,2278,2077,2016-01
Mohol,Maize,475,1186,1238,1212,2015-01
Mohol,Maize,322,1421,1537,1491,2016-01
Mohol,Gram,15,2100,2940,2370,2015-01
Mohol,Pigeon Pea (Tur),68,4658,5300,5056,2015-01
Pandharpur,Bajri,9,1281,1281,1281,2015-01
Pandharpur,Wheat(Husked),9,1521,1570,1548,2015-01
Pandharpur,Wheat(Husked),4,1913,1913,1913,2016-01
Pandharpur,Sorgum(Jawar),88,1850,2072,2064,2015-01
Pandharpur,Sorgum(Jawar),215,1958,2024,1976,2016-01
Pandharpur,Maize,51,1457,1472,1472,2016-01
Pandharpur,Gram,31,4296,4308,4296,2016-01
Pandharpur,Pigeon Pea (Tur),4,4420,4420,4420,2015-01
Pandharpur,Bor,35,400,1200,800,2015-01
Pandharpur,Pomegranate,18100,2038,6575,3750,2015-01
Pandharpur,Pomegranate,24500,1300,6883,3579,2016-01
Pandharpur,Banana,2160,732,908,822,2015-01
Pandharpur,Banana,3340,265,389,321,2016-01
Pandharpur,Potato,26,850,1450,1250,2015-01
Pandharpur,Ladies Finger,26,1100,3833,3333,2015-01
Pandharpur,Ghevda,20,700,2667,1833,2015-01
Pandharpur,Cucumber,165,541,2009,1309,2015-01
Pandharpur,Onion,2922,199,1591,1034,2015-01
Pandharpur,Onion,16410,157,1883,1000,2016-01
Pandharpur,Cabbage,322,425,1082,821,2015-01
Pandharpur,Cabbage,535,675,1138,925,2016-01
Pandharpur,Coriander  ,32,244,928,578,2015-01
Pandharpur,Math (Bhaji),27,397,1056,719,2015-01
Pandharpur,Capsicum,57,1067,2550,1833,2015-01
Pandharpur,Capsicum,72,1431,2608,2462,2016-01
Pandharpur,Tomato,696,342,1742,1261,2015-01
Pandharpur,Tomato,704,409,1655,1223,2016-01
Pandharpur,Green-Peas,60,2383,3467,3050,2015-01
Pandharpur,Brinjal,253,529,3241,1734,2015-01
Pandharpur,Brinjal,380,500,2717,1562,2016-01
Pandharpur,Green Chilli,303,1900,4544,3417,2015-01
Pandharpur,Green Chilli,267,3140,5822,4550,2016-01
Sangola,Pomegranate,21536,1017,5075,3057,2015-01
Sangola,Pomegranate,26245,1917,4398,3163,2016-01
Solapur,Bajri,132,1376,1376,1376,2015-01
Solapur,Bajri,11,1513,1540,1540,2016-01
Solapur,Wheat(Husked),7996,1757,2638,2360,2015-01
Solapur,Wheat(Husked),2180,2144,2873,2361,2016-01
Solapur,Sorgum(Jawar),2897,1810,2304,2049,2015-01
Solapur,Sorgum(Jawar),203,1905,2217,2147,2016-01
Solapur,Rice(Paddy-Hus),29394,2124,5647,3790,2015-01
Solapur,Rice(Paddy-Hus),5076,2143,5066,3361,2016-01
Solapur,Gram,169,3225,3358,3287,2015-01
Solapur,Gram,1674,4165,4613,4505,2016-01
Solapur,Matki,247,5823,6508,6110,2015-01
Solapur,Matki,49,6780,7130,6880,2016-01
Solapur,Pigeon Pea (Tur),4249,4543,5603,5437,2015-01
Solapur,Pigeon Pea (Tur),1132,7726,9120,8775,2016-01
Solapur,Black Gram,12,5313,5313,5313,2015-01
Solapur,Green Peas (Dry),169,3515,4235,3970,2015-01
Solapur,Green Peas (Dry),30,3125,3225,3200,2016-01
Solapur,Ground Nut Pods (Dry),8,2695,3695,3195,2015-01
Solapur,Ground Nut Pods (Dry),3,4600,4600,4600,2016-01
Solapur,Jaggery,111645,2111,2630,2406,2015-01
Solapur,Jaggery,87295,2349,2909,2688,2016-01
Solapur,Bor,5797,221,1238,633,2015-01
Solapur,Bor,1615,375,1455,807,2016-01
Solapur,Chikoo,5961,564,1590,998,2015-01
Solapur,Chikoo,319,616,2195,1268,2016-01
Solapur,Pomegranate,22803,940,9646,3046,2015-01
Solapur,Pomegranate,23018,403,9115,3310,2016-01
Solapur,Grapes,17813,152,477,334,2015-01
